Last inventory,Operating system,RAM (MB),CPU (MHz),CPU type,CPU number,RAM_GB,CPU_Family,Cores_per_CPU,Total_Cores,Machine_Profile,Impacto_Operacional
2026-02-27 11:45:23,Microsoft Windows 11 Business,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 11:47:37,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 11:47:56,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 11:48:44,Microsoft Windows Server 2019 Standard,10240,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [3 core(s) x86_64],1,10.0,Xeon Outro,3,3,Servidor,Alto
2026-02-27 11:49:28,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 11:51:12,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 11:51:36,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i9-12900HX [16 core(s) x86_64],1,64.0,Core i9,16,16,Desktop,Baixo
2026-02-27 11:54:47,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 11:55:29,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-27 11:56:22,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i9-12900HX [16 core(s) x86_64],1,64.0,Core i9,16,16,Desktop,Baixo
2026-02-27 11:59:17,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 11:59:51,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 12:00:26,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:01:26,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 12:01:47,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 12:04:49,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,64.0,Core i9,24,24,Desktop,Baixo
2026-02-27 12:05:32,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 12:07:00,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 12:08:36,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 12:12:11,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:12:22,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 12:23:20,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 12:24:08,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 12:24:40,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 12:26:46,Microsoft Windows 11 Pro,16384,2500,13th Gen Intel(R) Core(TM) i5-13500 [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 12:27:04,Microsoft Windows 11 Enterprise,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:28:11,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 12:31:17,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 12:33:51,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,64.0,Core i9,24,24,Desktop,Baixo
2026-02-27 12:35:55,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,16.0,Core i5,6,6,Desktop,Médio
2026-02-27 12:36:35,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 12:36:55,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:38:12,Microsoft Windows 11 Pro,16384,3300,AMD Ryzen 3 PRO 3200GE w/ Radeon Vega Graphics [4 core(s) x86_64],1,16.0,Ryzen 3,4,4,Desktop,Médio
2026-02-27 12:40:36,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 12:41:24,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 12:41:28,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 12:41:51,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:43:20,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 12:43:42,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 12:46:43,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 12:48:06,Microsoft Windows 11 Enterprise,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 12:48:20,Microsoft Windows 11 Enterprise,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 12:48:23,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 12:48:27,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,32.0,Core i7,14,14,Notebook,Baixo
2026-02-27 12:48:37,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 12:50:03,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:50:36,Microsoft Windows 11 Enterprise,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 12:51:38,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 12:52:13,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 12:52:45,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 12:53:33,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 12:56:28,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 12:57:22,Microsoft Windows 11 Pro,8192,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,8.0,Core i5,10,10,Notebook,Médio
2026-02-27 12:57:56,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 12:59:03,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 12:59:19,Microsoft Windows 11 Pro,16384,2700,AMD Ryzen 3 4300U with Radeon Graphics [4 core(s) x86_64],1,16.0,Ryzen 3,4,4,Desktop,Médio
2026-02-27 13:00:20,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 13:01:04,Microsoft Windows 11 Enterprise,49152,2000,AMD Ryzen 7 PRO 5875U with Radeon Graphics [8 core(s) x86_64],1,48.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:02:34,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:03:13,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:03:42,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:04:14,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 13:06:51,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:06:57,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 13:07:24,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,16.0,Core i5,6,6,Desktop,Médio
2026-02-27 13:08:37,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:09:04,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,16.0,Core i5,6,6,Desktop,Médio
2026-02-27 13:09:09,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:10:55,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:11:20,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 13:11:39,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:11:46,Microsoft Windows 11 Pro,12288,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,12.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:12:33,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 13:14:03,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 13:15:31,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:15:33,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:15:47,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:15:53,Microsoft Windows 11 Pro,8192,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,8.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:15:59,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:16:35,Microsoft Windows 11 Pro,16384,2375,AMD Ryzen 5 4500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Desktop,Médio
2026-02-27 13:17:13,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 13:17:18,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:17:24,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:18:05,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:18:12,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:18:55,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 13:19:55,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:21:39,Microsoft Windows 11 Enterprise,16384,1700,Intel(R) Core(TM) i5-14500T [14 core(s) x86_64],1,16.0,Core i5,14,14,Desktop,Médio
2026-02-27 13:21:55,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:22:35,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:23:58,Microsoft Windows 11 Enterprise,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:24:16,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:25:13,Microsoft Windows 11 Enterprise,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:25:47,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:27:17,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 13:28:57,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 13:29:03,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,32.0,Core i7,14,14,Notebook,Baixo
2026-02-27 13:29:35,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:30:09,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:32:05,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:34:44,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:34:48,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:34:51,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 13:34:57,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Notebook,Baixo
2026-02-27 13:34:58,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,16.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:35:21,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 13:37:38,Microsoft Windows 11 Pro,24576,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,24.0,Ryzen 7,8,8,Desktop,Baixo
2026-02-27 13:39:21,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:40:54,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,8.0,Core i5,6,6,Desktop,Alto
2026-02-27 13:41:43,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:41:47,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:42:01,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:42:25,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,32.0,Core i7,14,14,Notebook,Baixo
2026-02-27 13:43:04,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,64.0,Core i9,24,24,Desktop,Baixo
2026-02-27 13:43:25,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:43:53,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:44:04,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:44:14,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 13:45:44,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:46:19,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:46:27,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:46:54,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,32.0,Core i7,14,14,Notebook,Baixo
2026-02-27 13:48:07,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:48:46,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:49:17,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-27 13:50:33,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 13:51:35,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:53:44,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 13:57:07,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 13:57:43,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,16.0,Core i5,10,10,Notebook,Médio
2026-02-27 13:58:45,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,64.0,Core i9,24,24,Desktop,Baixo
2026-02-27 13:59:05,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,16.0,Core i5,4,4,Notebook,Médio
2026-02-27 13:59:11,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 14:00:43,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 14:01:21,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,64.0,Core i7,14,14,Notebook,Baixo
2026-02-27 14:02:02,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 14:02:48,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
2026-02-27 14:03:21,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 14:04:11,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,16.0,Core i7,10,10,Notebook,Baixo
2026-02-27 14:04:43,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,6.8232421875,Ryzen 5,6,6,Notebook,Alto
2026-02-27 14:04:54,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,8.0,Core i5,4,4,Notebook,Alto
2026-02-27 14:05:32,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,16.0,Ryzen 5,6,6,Notebook,Médio
